,Age,Assists,C_Apps,C_Assists,C_Clean_Sheets,C_Goals,C_Mins,Clean Sheets,Club,Club_Appearances,Country,Current_Value,F_Def,F_Drib,F_Pace,F_Passing,F_Phy,F_Rating,F_Shooting,F_WRate,FantasyLeaguePoints,FantasyLeagueVal,Goals,Goals_per_game,Mins_per_goal,Minutes_played_club,Name,Position,Previous_Value,Wiki_Views
184,36.0,4.0,17.0,4.0,3.0,3.0,1408.0,,Real Betis Balompié,28.0,Spain,500 Th. ,23.0,86.0,82.0,81.0,51.0,82.0,74.0,High / Medium,67.0,8.9,3.0,0.11,559.0,1678.0,Joaquín,Right Wing,500 Th. ?,104
185,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,Real Betis Balompié,14.0,Chile,"2,50 Mill. ",60.0,75.0,68.0,74.0,62.0,75.0,68.0,Medium / Medium,0.0,4.5,1.0,0.07,753.0,753.0,Felipe Gutiérrez,Central Midfield,"2,50 Mill. ?",79
186,36.0,3.0,0.0,0.0,0.0,0.0,0.0,,Real Betis Balompié,35.0,Spain,900 Th. ,23.0,83.0,78.0,65.0,64.0,81.0,80.0,Medium / Low,0.0,4.5,13.0,0.37,214.0,2782.0,Rubén Castro,Centre-Forward,"1,00 Mill. ?",187
187,29.0,3.0,10.0,0.0,3.0,0.0,820.0,,Sevilla FC,35.0,France,"30,00 Mill. ",80.0,71.0,57.0,73.0,88.0,83.0,67.0,Medium / Medium,28.0,9.0,2.0,0.06,1.533,3066.0,Steven N'Zonzi,Defensive Midfield,"30,00 Mill. ?",690
188,27.0,5.0,8.0,0.0,0.0,5.0,730.0,,Sevilla FC,31.0,France,"25,00 Mill. ",37.0,88.0,85.0,80.0,70.0,84.0,85.0,High / High,41.0,7.0,11.0,0.35,152.0,1668.0,Wissam Ben Yedder,Centre-Forward,"15,00 Mill. ?",780
189,25.0,9.0,10.0,3.0,3.0,1.0,936.0,,Sevilla FC,34.0,Spain,"18,00 Mill. ",35.0,85.0,80.0,85.0,58.0,83.0,80.0,High / Medium,47.0,11.0,8.0,0.24,266.0,2131.0,Pablo Sarabia,Left Wing,"15,00 Mill. ?",186
190,24.0,0.0,10.0,0.0,4.0,0.0,985.0,12.0,Sevilla FC,35.0,Spain,"20,00 Mill. ",50.0,83.0,80.0,78.0,81.0,81.0,79.0,No,36.0,5.0,0.0,0,,3150.0,Sergio Rico,Keeper,"20,00 Mill. ?",191
191,22.0,0.0,15.0,0.0,6.0,3.0,1335.0,,Sevilla FC,17.0,France,"15,00 Mill. ",78.0,56.0,73.0,52.0,75.0,78.0,33.0,Medium / High,66.0,8.0,0.0,0,,1375.0,Clément Lenglet,Centre-Back,"7,50 Mill. ?",193
192,26.0,9.0,9.0,0.0,0.0,3.0,842.0,,Sevilla FC,31.0,Colombia,"15,00 Mill. ",24.0,84.0,89.0,68.0,72.0,80.0,77.0,High / Low,37.0,4.0,11.0,0.35,205.0,2258.0,Luis Muriel,Centre-Forward,"20,00 Mill. ?",356
193,28.0,2.0,9.0,3.0,2.0,1.0,739.0,,Sevilla FC,30.0,Italy,"12,00 Mill. ",43.0,84.0,64.0,79.0,75.0,82.0,77.0,Medium / High,38.0,8.2,7.0,0.23,299.0,2092.0,Franco Vázquez,Attacking Midfield,"18,00 Mill. ?",239
194,27.0,1.0,11.0,0.0,3.0,1.0,993.0,,Sevilla FC,16.0,Argentina,"15,00 Mill. ",74.0,70.0,60.0,71.0,84.0,78.0,62.0,Medium / High,32.0,3.5,0.0,0,,1350.0,Guido Pizarro,Defensive Midfield,"6,00 Mill. ?",320
195,29.0,7.0,9.0,2.0,2.0,0.0,930.0,,Sevilla FC,28.0,Argentina,"12,00 Mill. ",66.0,86.0,71.0,88.0,70.0,85.0,75.0,Medium / Medium,34.0,4.5,6.0,0.21,260.0,1560.0,Éver Banega,Central Midfield,"9,00 Mill. ?",621
196,23.0,1.0,5.0,0.0,2.0,0.0,427.0,,Sevilla FC,26.0,Argentina,"10,00 Mill. ",33.0,74.0,73.0,73.0,60.0,73.0,70.0,Medium / Medium,17.0,2.0,4.0,0.15,327.0,1309.0,Joaquín Correa,Left Wing,"10,00 Mill. ?",403
197,24.0,0.0,4.0,1.0,1.0,0.0,399.0,,Sevilla FC,18.0,Germany,"8,00 Mill. ",73.0,69.0,48.0,81.0,77.0,77.0,66.0,Low / Medium,18.0,2.0,0.0,0,,1332.0,Johannes Geis,Defensive Midfield,"10,00 Mill. ?",133
198,28.0,3.0,11.0,1.0,5.0,0.0,990.0,,Sevilla FC,26.0,Spain,"7,50 Mill. ",76.0,71.0,75.0,73.0,73.0,79.0,56.0,High / Medium,41.0,4.0,0.0,0,,2281.0,Sergio Escudero,Left-Back,"7,50 Mill. ?",2
199,27.0,4.0,8.0,1.0,1.0,0.0,727.0,,Sevilla FC,38.0,France,"7,50 Mill. ",77.0,76.0,77.0,75.0,72.0,79.0,65.0,High / Medium,20.0,2.0,1.0,0.026,3418.0,3418.0,Sébastien Corchia,Right-Back,"7,50 Mill. ?",167
200,31.0,2.0,8.0,4.0,0.0,2.0,770.0,,Sevilla FC,19.0,Spain,"6,00 Mill. ",39.0,80.0,72.0,76.0,67.0,79.0,78.0,High / Low,44.0,4.5,4.0,0.21,194.0,776.0,Nolito,Left Wing,"9,00 Mill. ?",770
201,32.0,2.0,11.0,0.0,4.0,1.0,1010.0,,Sevilla FC,24.0,Spain,"6,00 Mill. ",28.0,81.0,88.0,73.0,50.0,78.0,65.0,Medium / Medium,37.0,5.0,0.0,0,,1056.0,Jesús Navas,Right Wing,"9,00 Mill. ?",940
202,30.0,1.0,10.0,1.0,6.0,0.0,869.0,,Sevilla FC,29.0,Argentina,"5,00 Mill. ",75.0,60.0,75.0,64.0,81.0,76.0,54.0,Medium / Medium,42.0,4.0,3.0,0.1,729.0,2186.0,Gabriel Mercado,Right-Back,"5,00 Mill. ?",223
203,28.0,1.0,6.0,0.0,4.0,2.0,457.0,,Sevilla FC,10.0,Brazil,"3,50 Mill. ",38.0,80.0,35.0,84.0,63.0,80.0,75.0,Medium / Low,31.0,2.0,2.0,0.2,243.0,485.0,Ganso,Attacking Midfield,"5,00 Mill. ?",9
204,24.0,0.0,7.0,0.0,2.0,0.0,545.0,1.0,Sevilla FC,1.0,Spain,"3,00 Mill. ",49.0,71.0,76.0,58.0,78.0,73.0,67.0,No,23.0,2.0,0.0,0,,90.0,David Soria,Keeper,"1,50 Mill. ?",76
205,26.0,3.0,5.0,1.0,1.0,0.0,450.0,,Sevilla FC,25.0,France,"3,00 Mill. ",71.0,73.0,83.0,65.0,77.0,74.0,40.0,High / Medium,17.0,2.0,0.0,0,,2198.0,Lionel Carole,Left-Back,"3,25 Mill. ?",104
206,29.0,0.0,3.0,0.0,2.0,0.0,270.0,,Sevilla FC,6.0,Portugal,"1,50 Mill. ",80.0,64.0,57.0,68.0,78.0,80.0,53.0,Medium / Medium,13.0,2.0,0.0,0,,554.0,Daniel Carriço,Centre-Back,"2,00 Mill. ?",132
207,33.0,1.0,2.0,0.0,2.0,0.0,135.0,,Sevilla FC,27.0,Argentina,"1,00 Mill. ",79.0,66.0,38.0,70.0,69.0,79.0,60.0,Medium / Medium,12.0,2.0,1.0,0.04,2.165,2165.0,Nicolás Pareja,Centre-Back,"1,00 Mill. ?",140
208,27.0,1.0,15.0,0.0,5.0,0.0,1317.0,,SD Eibar,36.0,Spain,"5,00 Mill. ",73.0,71.0,48.0,74.0,80.0,81.0,58.0,Medium / High,35.0,10.5,1.0,0.03,3.185,3185.0,Dani García,Central Midfield,"5,00 Mill. ?",0
209,27.0,7.0,12.0,1.0,0.0,3.0,1155.0,,SD Eibar,38.0,Spain,"5,00 Mill. ",42.0,75.0,66.0,69.0,79.0,80.0,77.0,High / High,45.0,13.1,11.0,0.29,257.0,2829.0,Sergi Enrich,Centre-Forward,"10,00 Mill. ?",97
210,25.0,3.0,17.0,1.0,5.0,0.0,1446.0,,SD Eibar,31.0,Spain,"5,00 Mill. ",72.0,76.0,86.0,69.0,84.0,78.0,63.0,High / High,52.0,7.5,0.0,0,,2553.0,Ander Capa,Right-Back,"5,00 Mill. ?",48
211,29.0,4.0,16.0,1.0,4.0,2.0,1300.0,,SD Eibar,28.0,Japan,"3,50 Mill. ",44.0,91.0,88.0,79.0,66.0,82.0,76.0,Medium / Medium,54.0,8.0,3.0,0.11,696.0,2089.0,Takashi Inui,Left Wing,"3,00 Mill. ?",178
212,25.0,0.0,15.0,0.0,5.0,0.0,1350.0,,SD Eibar,13.0,Portugal,"3,00 Mill. ",79.0,62.0,68.0,50.0,79.0,78.0,35.0,Medium / High,45.0,5.0,0.0,0,,917.0,Paulo Oliveira,Centre-Back,"4,00 Mill. ?",55
213,31.0,6.0,0.0,0.0,0.0,0.0,0.0,,SD Eibar,37.0,Spain,"2,50 Mill. ",40.0,81.0,67.0,83.0,62.0,80.0,76.0,High / Low,0.0,3.8,10.0,0.27,301.0,3011.0,Pedro León,Right Wing,"5,00 Mill. ?",127
214,28.0,3.0,12.0,0.0,0.0,1.0,998.0,,SD Eibar,24.0,Spain,"2,50 Mill. ",32.0,71.0,70.0,59.0,75.0,76.0,74.0,Medium / Medium,32.0,5.5,7.0,0.29,220.0,1538.0,Kike,Centre-Forward,"3,00 Mill. ?",859
215,24.0,3.0,8.0,0.0,2.0,1.0,724.0,,SD Eibar,30.0,Argentina,"2,50 Mill. ",77.0,72.0,67.0,69.0,79.0,78.0,61.0,Medium / High,27.0,4.0,2.0,0.07,1.01,2019.0,Gonzalo Escalante,Central Midfield,"5,00 Mill. ?",38
216,31.0,3.0,0.0,0.0,0.0,1.0,19.0,,SD Eibar,23.0,Chile,"2,00 Mill. ",32.0,83.0,80.0,76.0,50.0,80.0,73.0,High / Medium,6.0,2.0,3.0,0.13,590.0,1771.0,Fabián Orellana,Right Wing,"3,00 Mill. ?",212
217,30.0,0.0,4.0,0.0,0.0,0.0,345.0,,SD Eibar,21.0,Spain,"1,50 Mill. ",75.0,57.0,36.0,64.0,79.0,75.0,59.0,Medium / Medium,5.0,2.0,1.0,0.05,1.84,1840.0,David Lombán,Centre-Back,"2,50 Mill. ?",30
218,27.0,3.0,3.0,0.0,0.0,0.0,343.0,,SD Eibar,20.0,Portugal,"1,50 Mill. ",28.0,74.0,83.0,69.0,78.0,74.0,73.0,Medium / Low,13.0,2.0,3.0,0.15,227.0,681.0,Bebé,Left Wing,"2,50 Mill. ?",411
219,22.0,1.0,7.0,3.0,2.0,1.0,557.0,,SD Eibar,28.0,Spain,"1,50 Mill. ",43.0,70.0,80.0,63.0,61.0,68.0,57.0,Medium / Medium,35.0,3.5,1.0,0.0357,1431.0,1431.0,Iván Alejo,Right Wing,300 Th. ?,18
220,33.0,1.0,8.0,1.0,0.0,5.0,720.0,,SD Eibar,21.0,Brazil,"1,50 Mill. ",65.0,83.0,79.0,87.0,75.0,81.0,78.0,Medium / Medium,49.0,5.5,3.0,0.14,378.0,1135.0,Charles,Centre-Forward,"1,50 Mill. ?",303
221,30.0,1.0,0.0,0.0,0.0,0.0,0.0,,SD Eibar,17.0,Spain,"1,00 Mill. ",70.0,70.0,58.0,76.0,71.0,76.0,66.0,Medium / Medium,0.0,2.0,2.0,0.12,613.0,1226.0,Fran Rico,Central Midfield,"2,50 Mill. ?",26
222,26.0,0.0,3.0,0.0,1.0,0.0,376.0,,SD Eibar,28.0,Spain,"1,00 Mill. ",57.0,75.0,86.0,65.0,64.0,73.0,70.0,Medium / Medium,16.0,2.5,1.0,0.04,1.05,1050.0,Rubén Peña,Right Wing,"1,50 Mill. ?",21
223,33.0,0.0,4.0,0.0,2.0,0.0,342.0,,SD Eibar,22.0,Spain,500 Th. ,77.0,59.0,38.0,63.0,83.0,77.0,61.0,Medium / High,14.0,2.0,3.0,0.14,574.0,1721.0,Iván Ramis,Centre-Back,"1,00 Mill. ?",33
224,29.0,1.0,12.0,1.0,0.0,2.0,1110.0,,Deportivo de La Coruña,1.0,Spain,"10,00 Mill. ",31.0,80.0,81.0,76.0,71.0,81.0,82.0,High / Medium,47.0,7.0,1.0,1,90.0,90.0,Lucas Pérez,Centre-Forward,"15,00 Mill. ?","1,017"
225,28.0,0.0,14.0,1.0,2.0,1.0,1215.0,,Deportivo de La Coruña,29.0,Brazil,"6,00 Mill. ",80.0,68.0,51.0,59.0,81.0,80.0,50.0,High / Medium,38.0,4.5,1.0,0.03,2.491,2491.0,Sidnei,Centre-Back,"6,00 Mill. ?",1
226,29.0,0.0,16.0,1.0,3.0,3.0,1365.0,,Deportivo de La Coruña,34.0,Costa Rica,"5,00 Mill. ",76.0,73.0,61.0,73.0,74.0,78.0,77.0,High / Medium,55.0,9.5,6.0,0.18,454.0,2724.0,Celso Borges,Central Midfield,"5,00 Mill. ?",109
227,26.0,1.0,17.0,0.0,3.0,0.0,1446.0,,Deportivo de La Coruña,30.0,Brazil,"4,00 Mill. ",77.0,60.0,79.0,53.0,83.0,77.0,33.0,Low / High,34.0,6.5,2.0,0.07,1.141,2281.0,Guilherme,Defensive Midfield,"4,00 Mill. ?",24
228,24.0,3.0,7.0,2.0,0.0,4.0,769.0,,Deportivo de La Coruña,37.0,Romania,"4,00 Mill. ",45.0,75.0,78.0,62.0,80.0,79.0,78.0,High / High,38.0,9.5,12.0,0.32,242.0,2901.0,Florin Andone,Centre-Forward,"5,00 Mill. ?",215
229,29.0,1.0,8.0,2.0,0.0,3.0,780.0,,Deportivo de La Coruña,15.0,Spain,"3,50 Mill. ",27.0,80.0,66.0,67.0,63.0,75.0,73.0,Medium / Medium,38.0,3.5,2.0,0.13,338.0,676.0,Adrián López,Centre-Forward,"3,50 Mill. ?",222
230,26.0,9.0,8.0,1.0,2.0,0.0,634.0,,Deportivo de La Coruña,33.0,Turkey,"4,00 Mill. ",44.0,81.0,73.0,78.0,48.0,79.0,75.0,Medium / Medium,25.0,5.5,3.0,0.09,825.0,2475.0,Emre Colak,Attacking Midfield,"7,50 Mill. ?",1
231,26.0,0.0,15.0,1.0,2.0,2.0,1320.0,,Deportivo de La Coruña,6.0,Switzerland,"3,00 Mill. ",74.0,67.0,56.0,70.0,75.0,75.0,63.0,High / Medium,44.0,4.5,0.0,0,,282.0,Fabian Schär,Centre-Back,"2,50 Mill. ?",151
232,29.0,0.0,5.0,1.0,0.0,0.0,466.0,,Deportivo de La Coruña,23.0,Spain,"2,00 Mill. ",70.0,70.0,56.0,75.0,75.0,78.0,59.0,Medium / Medium,15.0,2.0,3.0,0.13,518.0,1555.0,Pedro Mosquera,Central Midfield,"4,00 Mill. ?",38
233,21.0,1.0,6.0,0.0,0.0,0.0,502.0,,Deportivo de La Coruña,18.0,Belgium,"1,80 Mill. ",17.0,79.0,87.0,65.0,38.0,72.0,70.0,Medium / Medium,16.0,2.0,1.0,0.06,274.0,274.0,Zakaria Bakkali,Left Wing,"2,00 Mill. ?",217
234,29.0,1.0,4.0,0.0,1.0,0.0,405.0,,Deportivo de La Coruña,27.0,Spain,"1,50 Mill. ",74.0,42.0,35.0,52.0,82.0,74.0,47.0,Medium / Medium,9.0,2.5,1.0,0.04,2.336,2336.0,Raúl Albentosa,Centre-Back,"3,00 Mill. ?",35
235,30.0,0.0,6.0,0.0,1.0,0.0,540.0,1.0,Deportivo de La Coruña,2.0,Romania,"1,50 Mill. ",48.0,77.0,73.0,67.0,78.0,76.0,76.0,No,17.0,2.0,0.0,0,,81.0,Costel Pantilimon,Keeper,"3,00 Mill. ?",240
236,32.0,2.0,13.0,1.0,2.0,1.0,1182.0,,Deportivo de La Coruña,26.0,Portugal,"1,50 Mill. ",76.0,76.0,70.0,73.0,65.0,77.0,53.0,High / Medium,33.0,3.5,0.0,0,,1907.0,Luisinho,Left-Back,"1,80 Mill. ?",2
237,25.0,4.0,4.0,0.0,1.0,0.0,330.0,,Deportivo de La Coruña,23.0,Spain,"1,50 Mill. ",39.0,79.0,70.0,78.0,55.0,78.0,69.0,High / Low,12.0,2.5,1.0,0.04,1.41,1410.0,Carles Gil,Right Wing,"2,50 Mill. ?",130
238,24.0,3.0,1.0,0.0,0.0,0.0,96.0,,Deportivo de La Coruña,33.0,Spain,500 Th. ,63.0,76.0,92.0,63.0,66.0,71.0,36.0,High / Medium,2.0,2.0,0.0,0,,2484.0,Gerard Valentín,Right-Back,"1,00 Mill. ?",20
239,35.0,0.0,5.0,0.0,1.0,0.0,475.0,,Deportivo de La Coruña,25.0,Spain,300 Th. ,66.0,68.0,85.0,64.0,61.0,71.0,58.0,High / High,12.0,2.0,0.0,0,,2050.0,Fernando Navarro,Left-Back,500 Th. ?,75
240,28.0,1.0,0.0,0.0,0.0,0.0,31.0,,Getafe CF,13.0,Ecuador,"2,00 Mill. ",31.0,81.0,90.0,73.0,65.0,78.0,68.0,High / High,3.0,2.0,0.0,0,,373.0,Jefferson Montero,Left Wing,"4,50 Mill. ?",196
241,25.0,2.0,4.0,0.0,1.0,1.0,331.0,,Getafe CF,12.0,Japan,"1,50 Mill. ",70.0,76.0,71.0,74.0,65.0,75.0,65.0,High / Medium,17.0,2.0,1.0,0.08,768.0,768.0,Gaku Shibasaki,Central Midfield,"2,00 Mill. ?",209
242,27.0,0.0,1.0,0.0,1.0,0.0,98.0,,Getafe CF,16.0,Spain,800 Th. ,78.0,46.0,37.0,48.0,81.0,77.0,33.0,Medium / Medium,9.0,2.0,1.0,0.06,1.33,1330.0,Bruno González,Centre-Back,"1,00 Mill. ?",1
243,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,Getafe CF,22.0,Argentina,600 Th. ,71.0,55.0,68.0,60.0,74.0,72.0,50.0,Medium / Medium,0.0,2.0,1.0,0.03,1667.0,1667.0,Nicolás Gorosito,Centre-Back,800 Th. ?,0
244,35.0,6.0,17.0,2.0,0.0,2.0,1471.0,,Getafe CF,39.0,Spain,500 Th. ,37.0,60.0,32.0,57.0,81.0,73.0,76.0,Medium / Medium,57.0,7.5,20.0,0.51,162.0,3235.0,Jorge Molina,Centre-Forward,500 Th. ?,3
245,38.0,0.0,2.0,0.0,1.0,0.0,341.0,,Getafe CF,19.0,Spain,100 Th. ,60.0,61.0,41.0,76.0,68.0,70.0,63.0,Medium / Medium,17.0,3.0,0.0,0,,1624.0,Sergio Mora,Central Midfield,100 Th. ?,198
246,28.0,1.0,14.0,0.0,10.0,0.0,1184.0,,CD Leganés,30.0,Spain,"5,00 Mill. ",70.0,66.0,57.0,68.0,77.0,75.0,56.0,Medium / Medium,39.0,4.5,0.0,0,,2315.0,Rubén Pérez,Defensive Midfield,"2,50 Mill. ?",6
247,29.0,2.0,13.0,2.0,6.0,1.0,1064.0,,CD Leganés,28.0,Argentina,"4,00 Mill. ",39.0,77.0,88.0,72.0,62.0,78.0,72.0,High / Medium,50.0,6.5,8.0,0.29,255.0,2039.0,Alexander Szymanowski,Left Wing,"5,00 Mill. ?",77
248,30.0,3.0,6.0,3.0,0.0,0.0,577.0,,CD Leganés,29.0,Morocco,"3,00 Mill. ",57.0,81.0,81.0,76.0,72.0,79.0,75.0,High / Medium,26.0,3.0,0.0,0,,2100.0,Nordin Amrabat,Right Wing,"4,50 Mill. ?",267
249,29.0,2.0,10.0,0.0,0.0,2.0,943.0,,CD Leganés,13.0,Guadeloupe,"3,00 Mill. ",44.0,72.0,70.0,68.0,58.0,74.0,72.0,Medium / Low,33.0,5.0,1.0,0.08,652.0,652.0,Claudio Beauvue,Centre-Forward,"3,00 Mill. ?",125
250,29.0,0.0,10.0,1.0,5.0,0.0,857.0,,CD Leganés,16.0,Greece,"2,50 Mill. ",76.0,62.0,39.0,55.0,83.0,75.0,44.0,Medium / High,35.0,3.0,1.0,0.06,1.392,1392.0,Dimitrios Siovas,Centre-Back,"3,00 Mill. ?",0
251,31.0,4.0,7.0,0.0,6.0,1.0,809.0,,CD Leganés,26.0,Morocco,"2,00 Mill. ",34.0,78.0,74.0,71.0,62.0,75.0,73.0,Medium / Low,35.0,5.0,4.0,0.15,508.0,2032.0,Nabil El Zhar,Right Wing,"2,00 Mill. ?",131
252,24.0,0.0,11.0,0.0,6.0,1.0,990.0,,CD Leganés,25.0,Spain,"2,00 Mill. ",74.0,67.0,76.0,69.0,78.0,76.0,56.0,Medium / Medium,45.0,3.5,1.0,0.04,2.222,2222.0,Diego Rico,Left-Back,"2,00 Mill. ?",15
253,25.0,1.0,6.0,0.0,3.0,0.0,436.0,,CD Leganés,25.0,Serbia,"2,00 Mill. ",62.0,67.0,62.0,69.0,73.0,73.0,66.0,Medium / High,17.0,2.0,1.0,0.04,1.628,1628.0,Darko Brasanac,Central Midfield,"4,00 Mill. ?",1
254,27.0,1.0,5.0,0.0,0.0,1.0,476.0,,CD Leganés,31.0,Spain,"1,20 Mill. ",36.0,68.0,70.0,61.0,68.0,74.0,73.0,High / Medium,14.0,2.5,5.0,0.16,429.0,2146.0,Miguel Ángel Guerrero,Centre-Forward,"1,50 Mill. ?",26
255,28.0,4.0,8.0,0.0,4.0,0.0,739.0,,CD Leganés,36.0,Spain,"1,00 Mill. ",66.0,77.0,57.0,82.0,76.0,81.0,76.0,High / Medium,33.0,3.0,10.0,0.28,288.0,2884.0,Raúl García,Left-Back,"1,00 Mill. ?",5
256,33.0,0.0,5.0,0.0,3.0,1.0,450.0,,CD Leganés,31.0,Argentina,500 Th. ,74.0,60.0,39.0,56.0,82.0,75.0,42.0,High / Medium,27.0,2.0,1.0,0.03,2.698,2698.0,Martín Mantovani,Centre-Back,800 Th. ?,46
257,22.0,3.0,13.0,3.0,0.0,3.0,1164.0,,Deportivo Alavés,33.0,Spain,"9,00 Mill. ",27.0,79.0,81.0,62.0,56.0,75.0,74.0,High / Medium,51.0,8.5,6.0,0.18,339.0,2032.0,Munir El Haddadi,Centre-Forward,"9,00 Mill. ?",982
258,21.0,8.0,13.0,2.0,4.0,0.0,1225.0,,Deportivo Alavés,23.0,Spain,"3,50 Mill. ",47.0,74.0,77.0,66.0,62.0,72.0,69.0,Medium / Medium,40.0,6.0,6.0,0.26,304.0,1823.0,Alfonso Pedraza,Left Wing,"1,00 Mill. ?",149
259,28.0,3.0,12.0,2.0,3.0,3.0,997.0,,Deportivo Alavés,29.0,Spain,"3,00 Mill. ",57.0,86.0,81.0,83.0,73.0,81.0,83.0,High / Medium,56.0,8.5,5.0,0.17,366.0,1828.0,Ibai Gómez,Left Wing,"2,00 Mill. ?",74
260,24.0,0.0,13.0,0.0,2.0,0.0,1170.0,,Deportivo Alavés,10.0,Brazil,"3,00 Mill. ",75.0,53.0,68.0,38.0,78.0,74.0,26.0,Medium / High,27.0,3.5,1.0,0.1,788.0,788.0,Rodrigo Ely,Centre-Back,"3,00 Mill. ?",132
261,23.0,0.0,9.0,0.0,2.0,1.0,826.0,,Deportivo Alavés,16.0,Spain,"2,00 Mill. ",63.0,72.0,61.0,77.0,56.0,74.0,68.0,Medium / Medium,29.0,2.5,2.0,0.13,473.0,946.0,Álvaro Medrán,Central Midfield,"2,50 Mill. ?",109
262,31.0,1.0,14.0,0.0,4.0,1.0,1256.0,,Deportivo Alavés,25.0,Spain,"1,80 Mill. ",29.0,76.0,74.0,67.0,40.0,69.0,57.0,High / Medium,33.0,5.0,3.0,0.12,662.0,1987.0,Manu García,Defensive Midfield,"1,50 Mill. ?",1
263,28.0,1.0,0.0,0.0,0.0,0.0,0.0,,Deportivo Alavés,26.0,Spain,"1,50 Mill. ",76.0,48.0,63.0,53.0,82.0,76.0,40.0,Medium / High,0.0,2.0,2.0,0.08,1.075,2149.0,Víctor Laguardia,Centre-Back,"3,00 Mill. ?",21
264,24.0,4.0,7.0,0.0,2.0,1.0,598.0,,Deportivo Alavés,32.0,Spain,"1,50 Mill. ",31.0,75.0,78.0,70.0,60.0,75.0,67.0,Medium / Low,27.0,4.0,2.0,0.06,996.0,1992.0,Burgui,Left Wing,"3,00 Mill. ?",128
265,29.0,1.0,5.0,0.0,0.0,2.0,472.0,,Deportivo Alavés,21.0,Venezuela,"1,50 Mill. ",37.0,69.0,62.0,68.0,67.0,73.0,75.0,Medium / Medium,18.0,2.0,3.0,0.14,276.0,827.0,Christian Santos,Centre-Forward,"1,50 Mill. ?",70
266,26.0,3.0,0.0,0.0,0.0,0.0,52.0,,Deportivo Alavés,20.0,Serbia,"1,00 Mill. ",36.0,78.0,65.0,73.0,64.0,74.0,74.0,Medium / Low,3.0,2.0,3.0,0.15,257.0,770.0,Aleksandar Katai,Right Wing,"2,00 Mill. ?",112
267,27.0,1.0,8.0,0.0,1.0,0.0,673.0,,Deportivo Alavés,11.0,Ghana,"1,00 Mill. ",63.0,74.0,89.0,71.0,78.0,75.0,64.0,High / High,17.0,2.0,1.0,0.09,869.0,869.0,Mubarak Wakaso,Central Midfield,"1,00 Mill. ?",167
268,25.0,1.0,3.0,0.0,0.0,0.0,294.0,,Deportivo Alavés,11.0,Spain,500 Th. ,27.0,78.0,81.0,58.0,62.0,70.0,64.0,Medium / Medium,11.0,2.0,2.0,0.18,251.0,501.0,Rubén Sobrino,Centre-Forward,500 Th. ?,93
269,26.0,2.0,0.0,0.0,0.0,0.0,15.0,,Deportivo Alavés,13.0,Spain,400 Th. ,68.0,73.0,79.0,61.0,68.0,71.0,45.0,High / Medium,1.0,2.0,0.0,0,,913.0,Héctor Hernández,Left-Back,600 Th. ?,6
270,28.0,0.0,14.0,2.0,1.0,0.0,1243.0,,Girona FC,11.0,Colombia,"7,00 Mill. ",75.0,51.0,54.0,59.0,77.0,76.0,44.0,Medium / High,33.0,5.0,0.0,0,,975.0,Bernardo Espinosa,Centre-Back,"4,50 Mill. ?",120
271,25.0,8.0,16.0,1.0,2.0,6.0,1346.0,,Girona FC,41.0,Spain,"5,00 Mill. ",61.0,76.0,79.0,71.0,73.0,75.0,73.0,Medium / Medium,72.0,8.5,8.0,0.19,405.0,3240.0,Portu,Attacking Midfield,"1,80 Mill. ?",48
272,19.0,0.0,1.0,0.0,0.0,0.0,259.0,,Girona FC,11.0,Brazil,"5,00 Mill. ",72.0,72.0,74.0,71.0,71.0,73.0,64.0,Medium / Medium,9.0,2.0,0.0,0,,259.0,Douglas Luiz,Central Midfield,"6,00 Mill. ?",229
273,31.0,0.0,15.0,0.0,0.0,8.0,1287.0,,Girona FC,23.0,Uruguay,"5,00 Mill. ",46.0,71.0,69.0,67.0,78.0,76.0,75.0,Medium / Low,60.0,6.5,4.0,0.17,340.0,1359.0,Cristhian Stuani,Centre-Forward,"3,50 Mill. ?",291
274,25.0,0.0,10.0,1.0,2.0,0.0,870.0,,Girona FC,10.0,Spain,"4,00 Mill. ",76.0,67.0,58.0,64.0,72.0,76.0,43.0,Medium / Medium,29.0,2.0,1.0,0.1,647.0,647.0,Marc Muniesa,Centre-Back,"3,00 Mill. ?",190
275,20.0,1.0,16.0,1.0,3.0,0.0,1348.0,,Girona FC,14.0,Spain,"5,00 Mill. ",80.0,80.0,85.0,75.0,74.0,78.0,62.0,Medium / Medium,42.0,5.5,1.0,0.071,1112.0,1112.0,Pablo Maffeo,Right-Back,500 Th. ?,292
276,24.0,4.0,2.0,1.0,0.0,0.0,360.0,,Girona FC,33.0,Nigeria,"3,00 Mill. ",36.0,74.0,92.0,57.0,60.0,73.0,70.0,Medium / Medium,15.0,2.0,17.0,0.51,142.0,2407.0,Olarenwaju Kayode,Centre-Forward,"4,00 Mill. ?",233
277,28.0,1.0,5.0,0.0,1.0,2.0,451.0,,Girona FC,24.0,Spain,"2,00 Mill. ",71.0,67.0,52.0,74.0,78.0,77.0,61.0,Medium / High,22.0,2.5,2.0,0.08,938.0,1875.0,David Timor,Defensive Midfield,"2,00 Mill. ?",21
